feature,shap_importance
OverallQual,0.2097252756357193
GrLivArea,0.1817287653684616
YearRemodAdd,0.07850650697946548
TotalBsmtSF,0.059503424912691116
BsmtFinSF1,0.048528753221035004
OpenPorchSF,0.038661494851112366
LotArea,0.0353701151907444
Fireplaces,0.03443668410181999
GarageFinish_Unf,0.03395681455731392
1stFlrSF,0.029333312064409256
GarageCars,0.0282640028744936
GarageArea,0.028076088055968285
YearBuilt,0.025033578276634216
FullBath,0.021814649924635887
OverallCond,0.02151300758123398
MSZoning_C (all),0.013798965141177177
BsmtExposure_No,0.01367268804460764
BsmtFullBath,0.010244092904031277
Functional_Typ,0.009501449763774872
MSZoning_RL,0.008833465166389942
CentralAir,0.008431811816990376
MSZoning_RM,0.007938195951282978
HeatingQC_Ex,0.007869956083595753
GarageYrBlt,0.0075691575184464455
SaleCondition_Abnorml,0.006834213621914387
PavedDrive_Y,0.006830319296568632
ExterQual_TA,0.006264527793973684
KitchenQual_Gd,0.005792681593447924
Neighborhood_Edwards,0.005743549671024084
LotFrontage,0.005598700139671564
Id,0.004683815408498049
ScreenPorch,0.0044717974960803986
Neighborhood_Crawfor,0.003860329743474722
SaleCondition_Normal,0.0034377628471702337
YrSold,0.0032858774065971375
WoodDeckSF,0.002891761716455221
TotRmsAbvGrd,0.0027982729952782393
KitchenQual_TA,0.002775187138468027
SaleType_New,0.0024153138510882854
BsmtQual_Ex,0.0023808216210454702
EnclosedPorch,0.0021813740022480488
Exterior1st_BrkFace,0.0021578629966825247
BsmtExposure_Gd,0.002150224521756172
Condition1_Artery,0.002108784392476082
HalfBath,0.001695643994025886
BsmtQual_TA,0.0016502435319125652
2ndFlrSF,0.00159560760948807
MSSubClass,0.0011769587872549891
SaleCondition_Family,0.00110922334715724
HouseStyle_1.5Fin,0.000870843417942524
Neighborhood_Somerst,0.0007791080279275775
SaleType_WD,0.0007359544979408383
LandContour_Lvl,0.0006900588632561266
Neighborhood_IDOTRR,0.0006452025845646858
BsmtUnfSF,0.0005737385363318026
Neighborhood_NAmes,0.000566349655855447
Exterior1st_BrkComm,0.0004194299690425396
Electrical_FuseA,0.0003590664709918201
KitchenQual_Ex,0.00032649582135491073
Functional_Maj2,0.00027387242880649865
BedroomAbvGr,0.0002357407211093232
BsmtCond_Gd,0.0002347099216422066
MoSold,0.000228872915613465
MasVnrType_BrkCmn,0.000177544352482073
Neighborhood_StoneBr,0.00017341402417514473
MasVnrArea,0.00016026802768465132
Exterior1st_AsbShng,0.00014970963820815086
PavedDrive_N,0.00010915157326962799
BsmtFinType1_GLQ,9.211739961756393e-05
Exterior1st_Wd Sdng,5.666602373821661e-05
BsmtFinSF2,3.7742476706625894e-05
Neighborhood_Gilbert,0.0
Electrical_Mix,0.0
Heating_Grav,0.0
Heating_Wall,0.0
LotShape_IR3,0.0
HeatingQC_Fa,0.0
HeatingQC_Gd,0.0
HeatingQC_Po,0.0
HeatingQC_TA,0.0
LotShape_IR2,0.0
Electrical_FuseF,0.0
Electrical_FuseP,0.0
Electrical_SBrkr,0.0
Heating_GasA,0.0
LotShape_IR1,0.0
KitchenQual_Fa,0.0
MSZoning_RH,0.0
MSZoning_FV,0.0
Functional_Maj1,0.0
MiscVal,0.0
Functional_Min1,0.0
Functional_Min2,0.0
Functional_Mod,0.0
Heating_GasW,0.0
BsmtFinType2_Unf,0.0
PoolArea,0.0
BsmtFinType2_Rec,0.0
BsmtQual_Fa,0.0
BsmtQual_Gd,0.0
LotConfig_Corner,0.0
BsmtCond_Fa,0.0
LandContour_Low,0.0
BsmtCond_Po,0.0
BsmtCond_TA,0.0
BsmtExposure_Av,0.0
LandContour_HLS,0.0
BsmtExposure_Mn,0.0
LandContour_Bnk,0.0
BsmtFinType1_ALQ,0.0
BsmtFinType1_BLQ,0.0
LotShape_Reg,0.0
BsmtFinType1_LwQ,0.0
BsmtFinType1_Rec,0.0
BsmtFinType1_Unf,0.0
BsmtFinType2_ALQ,0.0
BsmtFinType2_BLQ,0.0
BsmtFinType2_GLQ,0.0
BsmtFinType2_LwQ,0.0
Functional_Sev,0.0
FireplaceQu_Ex,0.0
Neighborhood_CollgCr,0.0
PavedDrive_P,0.0
PoolQC_Fa,0.0
Fence_GdPrv,0.0
Fence_GdWo,0.0
Fence_MnPrv,0.0
Fence_MnWw,0.0
MiscFeature_Gar2,0.0
MiscFeature_Othr,0.0
MiscFeature_Shed,0.0
SaleType_COD,0.0
SaleType_CWD,0.0
SaleType_Con,0.0
SaleType_ConLD,0.0
SaleType_ConLI,0.0
SaleType_ConLw,0.0
LowQualFinSF,0.0
SaleType_Oth,0.0
Utilities,0.0
SaleCondition_AdjLand,0.0
SaleCondition_Alloca,0.0
Alley,0.0
Street,0.0
BsmtHalfBath,0.0
KitchenAbvGr,0.0
FireplaceQu_Fa,0.0
GarageCond_TA,0.0
FireplaceQu_Gd,0.0
FireplaceQu_Po,0.0
FireplaceQu_TA,0.0
GarageType_2Types,0.0
GarageType_Attchd,0.0
GarageType_Basment,0.0
GarageType_BuiltIn,0.0
GarageType_CarPort,0.0
GarageType_Detchd,0.0
GarageFinish_Fin,0.0
GarageFinish_RFn,0.0
3SsnPorch,0.0
GarageQual_Ex,0.0
GarageQual_Fa,0.0
GarageQual_Gd,0.0
GarageQual_Po,0.0
GarageQual_TA,0.0
GarageCond_Ex,0.0
GarageCond_Fa,0.0
GarageCond_Gd,0.0
GarageCond_Po,0.0
LotConfig_CulDSac,0.0
Foundation_Wood,0.0
Foundation_Stone,0.0
Condition1_RRNn,0.0
Condition2_Feedr,0.0
Condition2_Norm,0.0
Condition2_PosA,0.0
Condition2_PosN,0.0
Condition2_RRNn,0.0
BldgType_1Fam,0.0
BldgType_2fmCon,0.0
BldgType_Duplex,0.0
BldgType_Twnhs,0.0
BldgType_TwnhsE,0.0
Neighborhood_Blmngtn,0.0
HouseStyle_1.5Unf,0.0
HouseStyle_1Story,0.0
HouseStyle_2.5Fin,0.0
HouseStyle_2.5Unf,0.0
HouseStyle_2Story,0.0
